rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR138385","Zazueira Za Zoo Wher A","herb alpert","","","","5","1969-03-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138620","Oh What A Wretched Man I Am","$uicideboy$","","","","1","2025-08-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138682","Many Men","21 savage","","","","2","2020-10-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138690","Perfidia","The Ventures","","","","13","1960-10-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138701","I'Ll Do It For You","toussaint mccall","","","","4","1967-07-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138790","Hits Different","taylor swift","","","","3","2023-06-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138792","Start Of Something New","zac efron, andrew seeley","","","","4","2006-02-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138809","Take You Dancing","jason derulo","","","","8","2020-11-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138812","Kookie Kookie Lend Me Your Comb","edward byrnes","","","","13","1959-04-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138817","Smooth Operator","sarah vaughan","","","","9","1959-10-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138910","To Be Loved Forever","The Pentagons","","","","10","1961-02-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138980","Draco","future","","","","8","2017-03-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR138993","Dream Lover","bobby darin","","","","17","1959-04-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139019","This Little Girl'S Gone Rockin'","ruth brown","","","","10","1958-09-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139101","Sangria Wine","pharrell williams x camila cabello","","","","1","2018-06-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139107","Love Runs Out","onerepublic","","","","20","2014-05-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139136","My Own True Love","jimmy clanton","","","","12","1959-08-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139210","Feels So Good Show Me Your Love","lina santiago","","","","20","1996-01-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139215","Hey Girl Don'T Bother Me","The Tams","","","","8","1964-07-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139300","It'S No Secret","kylie minogue","","","","13","1988-12-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139360","You'Re Makin' Me High Let It Flow","toni braxton","","","","41","1996-06-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139375","Puff The Magic Dragon","peter, paul","","","","14","1963-03-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139397","Stop Get A Ticket","clefs of lavender hill","","","","6","1966-06-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139458","The Jackie","bas","","","","1","2021-07-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139462","Find Another Girl","jerry butler","","","","10","1961-03-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139501","Follow You","imagine dragons","","","","15","2021-03-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139527","I Cried A Tear","lavern baker","","","","21","1958-12-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139538","Slut Taylor'S Version From The Vault","taylor swift","","","","5","2023-11-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139579","After I Cry Tonight","lanier","","","","13","1982-12-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139650","Can'T Sleep","rockets","","","","9","1979-04-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139655","Dark Til Daylight","morgan wallen","","","","8","2025-05-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139732","The Kill Bury Me","30 seconds to mars","","","","20","2006-08-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139743","Ghetto Cowboy","mo thugs family","","","","20","1998-11-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139907","You Send Me","ponderosa twins + one","","","","7","1971-09-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139931","Don'T It","billy currington","","","","20","2015-03-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR139963","Somewhere Over The Rainbow","katharine mcphee","","","","4","2006-07-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140112","Younger Girl","The Hondells","","","","9","1966-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140158","Let The Good Times Roll Feel So Good","bunny sigler","","","","11","1967-06-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140270","Rip Luv","21 savage","","","","1","2020-10-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140308","I'M Your Hoochie Cooche Man Part 1","jimmy smith","","","","2","1966-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140309","There'S Nothing I Can Say","rick nelson","","","","6","1964-08-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140312","Wonderful World","sam cooke","","","","15","1960-05-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140397","Rockin' In The Jungle","The Eternals","","","","3","1959-07-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140449","Stagger Lee","tommy roe","","","","12","1971-08-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140491","The Last Safe Place On Earth","leroux","","","","5","1982-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140523","In The Bible","morgan wallen","","","","2","2023-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140548","Down The Aisle Wedding Song","patti labelle and the blue belles","","","","13","1963-09-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140605","We Will Rock You","warrant","","","","5","1992-03-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140610","Don'T Say Nothin' Bad About My Baby","The Cookies","","","","13","1963-03-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140670","Congratulations","rick nelson","","","","5","1964-03-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140774","Beautiful","dj khaled","","","","2","2022-09-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140842","Rather Lie","playboi carti","","","","23","2025-03-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140845","High Fashion","roddy ricch","","","","28","2020-01-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140944","Precious Memories","The Romeos","","","","7","1967-04-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR140992","Hell At Night","bigxthaplug","","","","13","2025-08-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141027","Keep Holding On","avril lavigne","","","","21","2006-12-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141183","Just Like You","robbie nevil","","","","14","1991-07-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141210","Tired Of Toein' The Line","rocky burnette","","","","19","1980-05-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141230","I Do","The Moments","","","","6","1969-08-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141241","K Pop","travis scott, bad bunny","","","","8","2023-08-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141394","Where Does Love Go","freddie scott","","","","7","1964-03-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141435","Let It Be","kris allen","","","","2","2010-03-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR141464","Last Time I Saw You","nicki minaj","","","","2","2023-09-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142227","Get Down","harvey scales","","","","6","1967-10-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142252","Laid Back Love","major harris","","","","4","1976-11-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142300","Fog Cutter","The Frantics","","","","1","1959-09-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142352","Habitual","justin bieber","","","","1","2020-02-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142385","Wishes From Kazaam","nathan morris","","","","5","1996-07-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142439","Laughin And Clownin","ray charles","","","","2","1970-03-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142474","Way Out","jack harlow","","","","4","2020-12-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142564","Screwin","summer walker","","","","1","2021-11-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142796","Finesse Out The Gang Way","lil durk","","","","7","2021-02-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142832","God'S Country","travis scott","","","","2","2023-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142859","Toca'S Miracle","fragma","","","","1","2000-10-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR142914","Barely Holdin' On","polo g","","","","1","2023-09-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143085","Lucky","glee cast","","","","1","2010-10-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143102","Rare","nas","","","","1","2021-08-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143121","How About Now","drake","","","","1","2019-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143168","Save The Overtime For Me","gladys knight and the pips","","","","10","1983-05-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143191","Why Don'T You I","santana","","","","35","2003-07-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143202","Say Goodbye","chris brown","","","","23","2006-08-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143245","Can'T Help Falling In Love","andy williams","","","","3","1970-02-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143263","Celebrate","dj khaled","","","","1","2019-06-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143318","Coo Coo Chee","ric-a-che","","","","1","2004-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143322","You Don'T Love Me Anymore And I Can Tell","rick nelson","","","","7","1963-03-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143417","Turn The Lights Back On","billy joel","","","","1","2024-02-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143421","You'Re Next","jimmy","","","","1","1965-03-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143508","I Pretend","kim carnes","","","","5","1984-05-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143530","We Rock","cast of camp rock","","","","3","2008-07-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143559","Jackie","blue zone u.k","","","","9","1988-08-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR143576","If I Ever Lose This Heaven","awb","","","","8","1975-08-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
