rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR239252","Hey Baby They'Re Playing Our Song","The Buckinghams","The Buckinghams","Portraits | The Buckinghams' Greatest Hits","1968","10","1967-09-09","1","AMBIGUOUS","70","multiple_albums"
"RVTR239275","Get Buck In Here","dj felli fel","","","","18","2007-11-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239349","Middle Of The Ocean","drake","","","","3","2022-11-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239350","Free To Carry On","The Sandpipers","The Sandpipers","Come Saturday Morning","1970","4","1970-12-05","1","VALID","0",""
"RVTR239357","Whutcha Want","nine","nine","Nine Livez","1995","17","1994-12-24","1","VALID","0",""
"RVTR239387","Level Up","ciara","","","","6","2018-08-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239394","Feelin' So Good","jennifer lopez","jennifer lopez","Dance Again ... The Hits","2012","17","2000-02-19","1","VALID","0",""
"RVTR239435","London","bia","","","","1","2022-04-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239521","Return To Innocence","enigma","enigma","The Cross Of Changes","1994","26","1994-03-05","1","VALID","0",""
"RVTR239576","River'S Risin'","edgar winter","","","","9","1974-07-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239584","In Your Eyes Theme From Say Anything","peter gabriel","","","","28","1986-08-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239598","Come To Me","otis redding","otis redding","King & Queen | Pure Southern Soul: Otis Redding | The Great Otis Redding Sings Soul Ballads","1965","7","1964-03-21","1","AMBIGUOUS","70","multiple_albums"
"RVTR239602","Mexican Drummer Man","herb alpert's tijuana brass","","","","5","1964-03-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239616","Rhapsody In White","love unlimited orchestra","love unlimited orchestra","Rhapsody In White","1974","8","1974-04-27","1","VALID","0",""
"RVTR239654","Wake Up Susan","The Spinners","The Spinners","Happiness Is Being With The Spinners","1976","5","1976-07-17","1","VALID","0",""
"RVTR239656","Wagon Wheel","darius rucker","darius rucker","True Believers","2013","26","2013-02-02","1","VALID","0",""
"RVTR239686","Misery","glee cast","","","","1","2011-04-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239820","Let Me Let Go","faith hill","faith hill","Faith | The Hits","1998","10","1998-12-05","1","AMBIGUOUS","70","multiple_albums"
"RVTR239834","You'Re All I Need","motley crue","motley crue","Girls, Girls, Girls","1987","8","1987-11-28","1","VALID","0",""
"RVTR239862","Almost Saturday Night","john fogerty","john fogerty","John Fogerty | Premonition | Wrote A Song For Everyone","1975","3","1975-12-13","1","AMBIGUOUS","70","multiple_albums"
"RVTR239887","Me Myself And I","de la soul","","","","17","1989-06-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239934","Tainted Love","soft cell","soft cell","Non-stop Erotic Cabaret","1982","43","1982-01-16","1","VALID","0",""
"RVTR239983","No Chance","moon martin","moon martin","Escape From Domination","1979","7","1979-11-03","1","VALID","0",""
"RVTR239986","I Guess I'Ll Miss The Man","The Supremes","","","","7","1972-10-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR239987","So Easy To Fall In Love","olivia dean","","","","11","2025-10-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240002","Love Will Save The Day","whitney houston","whitney houston","Whitney | Whitney: The Greatest Hits","1987","16","1988-07-02","1","AMBIGUOUS","70","multiple_albums"
"RVTR240022","Summertime","new kids on the block","new kids on the block","The Block","2008","13","2008-05-31","1","VALID","0",""
"RVTR240063","I Found Someone","laura branigan","laura branigan","Hold Me","1985","6","1986-03-01","1","VALID","0",""
"RVTR240075","A Little Rain Must Fall","The Epic Splendor","","","","7","1967-12-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240103","Sauce","xxxtentacion","","","","1","2019-02-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240118","Sing A Simple Song","west street mob","","","","4","1982-04-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240120","Come See Me","112","112","112","1996","20","1996-11-09","1","VALID","0",""
"RVTR240121","Pour Me","trick pony","trick pony","Trick Pony","2001","14","2001-02-03","1","VALID","0",""
"RVTR240125","Take One","kodak black","kodak black","Dying To Live","2018","1","2018-12-01","1","VALID","0",""
"RVTR240165","In My Heart","The Timetones","","","","5","1961-05-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240177","I Deserve A Drink","morgan wallen","","","","2","2023-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240188","T'Ain'T Nothin' To Me","The Coasters","","","","6","1964-03-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240194","Rock The Party","benzino","benzino","Redemption","2003","18","2002-10-12","1","VALID","0",""
"RVTR240221","Emotion In Motion","ric ocasek","ric ocasek","This Side Of Paradise","1986","19","1986-09-06","1","VALID","0",""
"RVTR240229","Just Another Day In Paradise","bertie higgins","bertie higgins","Just Another Day In Paradise","1982","10","1982-05-01","1","VALID","0",""
"RVTR240241","Kiss Me Sailor","diane renay","diane renay","Navy Blue","1964","8","1964-04-04","1","VALID","0",""
"RVTR240261","A Fool Such As I","bob dylan","bob dylan","Dylan","1973","7","1973-12-15","1","VALID","0",""
"RVTR240384","If You Let Me","eddie kendricks","eddie kendricks","Eddie Kendricks | People...Hold On","1972","8","1972-10-07","1","AMBIGUOUS","70","multiple_albums"
"RVTR240412","Got It Twisted","mobb deep","mobb deep","Amerikaz NightMare","2004","20","2004-04-17","1","VALID","0",""
"RVTR240427","You Better Wait","steve perry","steve perry","For The Love Of Strange Medicine","1994","16","1994-07-16","1","VALID","0",""
"RVTR240442","Wishing It Was You","connie francis","","","","7","1965-05-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240450","Stuck On You","lionel richie","lionel richie","Can't Slow Down | Tuskegee","1983","19","1984-06-23","1","AMBIGUOUS","70","multiple_albums"
"RVTR240501","After The Fire Is Gone","conway twitty","conway twitty","25 Number Ones","2004","6","1971-02-27","1","VALID","0",""
"RVTR240523","Make A Movie","twista","twista","The Perfect Storm","2010","14","2010-11-27","1","VALID","0",""
"RVTR240548","Rainbow Connection","kermit","","","","17","1979-09-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240581","Let Me Be Your Lovemaker","betty wright","","","","6","1973-10-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240587","Sweet Love","chris brown","chris brown","Fortune","2012","1","2012-05-05","1","VALID","0",""
"RVTR240598","Chainsaw","The Band Perry","The Band Perry","Pioneer","2013","9","2014-05-31","1","VALID","0",""
"RVTR240636","Wade In The Water","herb alpert","","","","5","1967-03-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240643","Get Here","oleta adams","oleta adams","Circle Of One","1990","23","1990-12-15","1","VALID","0",""
"RVTR240667","If You Go Away","damita jo","damita jo","If You Go Away","1967","10","1966-12-10","1","VALID","0",""
"RVTR240691","Troublemaker","olly murs","olly murs","Right Place Right Time","2013","20","2013-02-02","1","VALID","0",""
"RVTR240701","I Know","travis scott","","","","22","2023-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240773","Love Desire","sandee","","","","11","1991-06-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240801","The Story I Was Made For You","brandi carlile","","","","1","2007-04-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240810","Don'T Ever Wanna Lose Ya","new england","new england","New England","1979","12","1979-05-05","1","VALID","0",""
"RVTR240840","Whatcha' Gonna Do","nat king cole","","","","2","1960-03-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240854","Monster","steppenwolf","steppenwolf","Steppenwolf 'Live'","1970","8","1969-12-27","1","VALID","0",""
"RVTR240860","Castin' My Spell","The Johnny Otis Show","","","","5","1959-04-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240927","Faded","tyga","tyga","Careless World: Rise Of The Last King","2012","22","2012-02-04","1","VALID","0",""
"RVTR240936","Easy Love","dionne warwick","dionne warwick","Hot! Live And Otherwise | No Night So Long","1980","10","1980-11-22","1","AMBIGUOUS","70","multiple_albums"
"RVTR240943","I Know I'M Losing You","uptown","","","","11","1986-12-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR240956","After Last Night","silk sonic","silk sonic","An Evening With Silk Sonic","2021","1","2021-11-27","1","VALID","0",""
"RVTR241011","Super Trapper","future","","","","1","2017-03-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241019","You Can Do Magic","limmie","","","","10","1972-11-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241021","I'M A Man","The Yardbirds","The Yardbirds","For Your Love","1965","10","1965-10-30","1","VALID","0",""
"RVTR241037","The Music Of The Night","david cook","","","","1","2008-06-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241103","Moonlight On Water","laura branigan","laura branigan","Laura Branigan","1990","9","1990-03-31","1","VALID","0",""
"RVTR241129","I Get The Bag","gucci mane","gucci mane","Mr. Davis","2017","26","2017-09-09","1","VALID","0",""
"RVTR241155","Chicks Dig It","chris cagle","chris cagle","Chris Cagle","2003","15","2003-11-01","1","VALID","0",""
"RVTR241192","Groovin'","The Young Rascals","","","","13","1967-04-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241213","Plain Jane","sammy hagar","sammy hagar","Rematch | Street Machine","1979","7","1979-09-15","1","AMBIGUOUS","70","multiple_albums"
"RVTR241307","Could It Be Forever","david cassidy","david cassidy","Cherish | David Cassidy","1972","9","1972-02-19","1","AMBIGUOUS","70","multiple_albums"
"RVTR241312","Dumb Poetic","sabrina carpenter","","","","3","2024-09-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241321","Ring The Alarm","beyonce","beyonce","B'Day","2006","14","2006-09-23","1","VALID","0",""
"RVTR241328","Anyone","demi lovato","","","","2","2020-02-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241335","Lottery","latto","","","","1","2023-03-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241369","Work That Body","diana ross","diana ross","Why Do Fools Fall In Love","1981","7","1982-04-10","1","VALID","0",""
"RVTR241375","Coconut Juice","tyga","tyga","No Introduction","2008","1","2008-06-28","1","VALID","0",""
"RVTR241386","It Do Feel Good","donna fargo","","","","2","1975-03-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241410","It'S A Party","busta rhymes","","","","13","1996-07-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241478","Apache","jorgen ingmann","","","","17","1961-01-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241488","I'M The One You Need","jody watley","jody watley","Affairs Of The Heart","1991","17","1992-03-07","1","VALID","0",""
"RVTR241509","Oo La La Limbo","danny","","","","2","1963-01-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241539","Get Low","lil jon","","","","45","2003-05-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241566","Contigo","karol g","","","","4","2024-03-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241569","Bubbly","colbie caillat","colbie caillat","Coco | Coco: Summer Sessions (EP)","2007","47","2007-06-02","1","AMBIGUOUS","70","multiple_albums"
"RVTR241709","Dirty","jessie murph","","","","1","2024-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241835","Take A Chance On Me","abba","abba","ABBA | The Album | The Best Of ABBA: 20th Century Masters The Millennium Collection","1975","18","1978-04-22","1","AMBIGUOUS","70","multiple_albums"
"RVTR241888","Vienna Calling","falco","","","","14","1986-04-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241897","Ask Me","ecstasy, passion","","","","8","1974-10-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR241925","Praying For Time","carrie underwood","","","","2","2008-04-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR242001","1 1","beyonce","beyonce","4","2011","2","2011-06-11","1","VALID","0",""
"RVTR242038","Moon Over Naples","bert kaempfert and his orchestra","","","","10","1965-07-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR242055","Everybody Move","cathy dennis","cathy dennis","Move To This","1990","3","1991-12-14","1","VALID","0",""
"RVTR242059","Fakin' It","simon","","","","8","1967-07-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR242121","Madrid","nat king cole","","","","3","1959-01-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR242126","Tonight I Celebrate My Love","peabo bryson/roberta flack","","","","29","1983-07-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR242136","Me Or Sum","nardo wick, lil baby","","","","20","2021-12-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR242145","If This Is Love I'D Rather Be Lonely","The Precisions","","","","6","1967-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR242154","She Don'T Love You","eric paslay","eric paslay","Eric Paslay","2014","12","2015-03-21","1","VALID","0",""
"RVTR242185","I Just Wanna Be Your Friend","lighthouse","lighthouse","Thoughts Of Movin' On","1972","2","1972-04-29","1","VALID","0",""
