fileArtist,fileTitle,currentRvtr,proposedRvtr,currentIdentity,proposedIdentity,confidence,simulatedBucket,containmentScore,filePath
Eric Burdon & The Animals,White Houses (1995) HQ,RVTR129475,RVTR727863,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Eric Burdon & The Animals - White Houses (1995) HQ.mp4
Wyclef Jean,Gone Till November (Slow Version),RVTR115290,RVTR670261,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Wyclef Jean - Gone Till November (Slow Version).mp4
Pitbull with Enrique Iglesias,Messin' Around,RVTR737697,RVTR623816,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Pitbull with Enrique Iglesias - Messin' Around.mp4
Brownsville Station,Smokin' In The Boys Room,RVTR791271,RVTR911780,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Brownsville Station - Smokin' In The Boys Room.mp4
Elton John,Someone Saved My Life Tonight (1976),RVTR684713,RVTR716472,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John - Someone Saved My Life Tonight (1976).mp4
Kool & The Gang,Cherish,RVTR899822,RVTR333493,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/00.09.15.000-Kool & The Gang - Cherish (Philadelphia).mp4
Bob Dylan & Tom Petty,Knockin' On Heaven's Door,RVTR671620,RVTR279770,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bob Dylan & Tom Petty - Knockin' On Heaven's Door.mp4
Major Lazer Ft. Justin Bieber & Mo,Cold Water,RVTR657618,RVTR939130,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Major Lazer feat. Justin Bieber & Mo - Cold Water.mp4
Dua Lipa,Dance The Night (From Barbie The Album),RVTR660621,RVTR615415,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Dua Lipa - Dance The Night (From Barbie The Album).mp4
The Chainsmokers Ft. Phoebe Ryan,All We Know,RVTR851467,RVTR902297,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Chainsmokers feat. Phoebe Ryan - All We Know.mp4
"Carly Pearce, Lee Brice",I Hope You're Happy Now,RVTR532102,RVTR894723,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Carly Pearce, Lee Brice - I Hope You're Happy Now.mp4"
Elton John & KiKi Dee,Don't Go Breaking My Heart,RVTR444019,RVTR289559,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John & KiKi Dee - Don't Go Breaking My Heart.mp4
Barry White,"Can t Get Enough Of Your Love, Babe (Dub)",RVTR906241,RVTR855851,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Barry White - Can t Get Enough Of Your Love, Babe.mp4"
Neil Diamond,You Got To Me (American Bandstand),RVTR819759,RVTR683657,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Neil Diamond - You Got To Me (American Bandstand).mp4
The Beach Boys,Heroes and Villains Music Video,RVTR117969,RVTR105331,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - Heroes and Villains Music Video.mp4
Luke Bryan,Play It Again (Official Music Video),RVTR437889,RVTR136419,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Luke Bryan - Play It Again (Official Music Video).mp4
Clean Bandit Ft. Sean Paul & Anne-Marie,Rockabye,RVTR648648,RVTR650442,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Clean Bandit Ft. Sean Paul & Anne-Marie - Rockabye.mp4
"Robin Thicke feat. T.I., Pharrell",Blurred Lines,RVTR423588,RVTR910213,vdj,hot100_vdj,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Robin Thicke feat. T.I., Pharrell - Blurred Lines.mp4"
Nancy Sinatra,These Boots Are Made For Walking,RVTR833355,RVTR251858,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nancy Sinatra - These Boots Are Made For Walking.mp4
The Everly Brothers,Bird Dog Till I Kissed You,RVTR406689,RVTR432734,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1950's/The Everly Brothers - Bird Dog Till I Kissed You.mp4
The Seekers,I'll Never Find Another You  (Color),RVTR929883,RVTR485016,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Seekers - I'll Never Find Another You (Color).mp4
Cream,Sunshine Of Your Love  (Farewell Concert),RVTR172160,RVTR823266,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Cream - Sunshine Of Your Love (Farewell Concert).mp4
Corey Hart,Sunglasses At Night (Countdown 1984),RVTR979663,RVTR863761,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Corey Hart - Sunglasses At Night (Countdown 1984).mp4
Zac Brown Band,Whatever It Is  | The Foundation,RVTR719886,RVTR029446,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Zac Brown Band - Whatever It Is  _ The Foundation.mp4
Calvin Harris & Disciples,How Deep Is Your Love,RVTR028416,RVTR734802,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Calvin Harris & Disciples - How Deep Is Your Love.mp4
Blood Sweat & Tears,You've Made Me So Very Happy,RVTR066538,RVTR231361,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Blood Sweat & Tears - You've Made Me So Very Happy.mp4
Cyndi Lauper,Money Changes Everything (Lyrics),RVTR140169,RVTR366683,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Cyndi Lauper - Money Changes Everything (Lyrics).mp4
Luke Bryan,Drink A Beer (Live Performance Video),RVTR466485,RVTR619484,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Luke Bryan - Drink A Beer (Live Performance Video).mp4
Cheap Trick,I Want You to Want Me (from Budokan!),RVTR365980,RVTR982911,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Cheap Trick - I Want You to Want Me (from Budokan!).mp4
Russell Dickerson feat. Jake Scott,She Likes It,RVTR943114,RVTR470571,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Russell Dickerson feat. Jake Scott - She Likes It.mp4
"Jimmie Allen, Brad Paisley",Freedom Was a Highway,RVTR457295,RVTR146281,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Jimmie Allen, Brad Paisley - Freedom Was a Highway.mp4"
Sanford Townsend Band,Smoke From A Distant Fire,RVTR899604,RVTR326181,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Sanford Townsend Band - Smoke From A Distant Fire.mp4
Blake Shelton feat. Gwen Stefani,Happy Anywhere,RVTR193928,RVTR238980,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Blake Shelton feat. Gwen Stefani - Happy Anywhere.mp4
Ariana Grande Ft. Iggy Azalea & Big Sean,Problem,RVTR057748,RVTR858571,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ariana Grande feat. Iggy Azalea & Big Sean - Problem.MP4
Stevie Wonder,Superstition & Signed Sealed Delivered,RVTR238580,RVTR678114,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Stevie Wonder - Signed Sealed Delivered I'm Yours.mp4
"Crosby, Stills, Nash & Young",Teach Your Children,RVTR281355,RVTR678276,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Crosby, Stills, Nash & Young - Teach Your Children.mp4"
Jason Aldean,Fly Over States (Live On Letterman),RVTR573394,RVTR040254,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Jason Aldean - Fly Over States (Live On Letterman).mp4
Clean Bandit feat. Sean Paul & Anne-Marie,Rockabye,RVTR527034,RVTR650442,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Clean Bandit feat. Sean Paul & Anne-Marie - Rockabye.mp4
Willie Nelson,Blue Eyes Crying In The Rain (Live),RVTR358893,RVTR110408,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Willie Nelson - Blue Eyes Crying In The Rain (Live).mp4
Dj Esco Ft. Future & Lil Uzi Vert,Too Much Sauce,RVTR388220,RVTR401946,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Dj Esco feat. Future & Lil Uzi Vert - Too Much Sauce.mp4
Selena Gomez & The Scene,Love You Like A Love Song,RVTR884225,RVTR204877,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Selena Gomez & The Scene - Love You Like A Love Song.mp4
The Animals,We Gotta Get Out Of This Place  (Color),RVTR610509,RVTR308620,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - We Gotta Get Out Of This Place (Color).mp4
The Yardbirds,Heart Full of Soul  With Jimmy Page,RVTR900685,RVTR899812,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Yardbirds - Heart Full of Soul  With Jimmy Page.mp4
Charlie Rich,The Most Beautiful Girl In The World,RVTR639386,RVTR708348,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Charlie Rich - The Most Beautiful Girl In The World.mp4
Lou Christie,Lightnin Strikes (Midnight Special),RVTR723981,RVTR479328,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Lou Christie - Lightnin Strikes (Midnight Special).mp4
"10,000 Maniacs",Because The Night (MTV Unplugged 1993),RVTR015056,RVTR057442,vdj,hot100_vdj,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/10,000 Maniacs - Because The Night (MTV Unplugged 1993).mp4"
Waka Flocka Flame feat. Kebo Gotti,Grove St. Party,RVTR110182,RVTR032375,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Waka Flocka Flame feat. Kebo Gotti - Grove St. Party.mp4
John Cafferty & The Beaver Brown Band,Tender Years,RVTR644844,RVTR586346,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/John Cafferty & The Beaver Brown Band - Tender Years.mp4
The Beatles,Eleanor Rigby (From Yellow Submarine),RVTR524030,RVTR159791,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Eleanor Rigby (From Yellow Submarine).mp4
Soulja Boy Tell 'Em & Sammie,Kiss Me Thru The Phone,RVTR358344,RVTR019761,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Soulja Boy Tell 'Em & Sammie - Kiss Me Thru The Phone.mp4
Kenny Chesney Ft. P!Nk,Setting The World On Fire,RVTR542790,RVTR704754,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Kenny Chesney feat. P!Nk - Setting The World On Fire.mp4
Pitbull Ft. Christina Aguilera,Feel This Moment,RVTR935601,RVTR394114,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Pitbull feat. Christina Aguilera - Feel This Moment.mp4
Iggy Azalea Ft. Rita Ora,Black Widow,RVTR071667,RVTR478470,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Iggy Azalea Ft. Rita Ora - Black Widow [Music Video].MP4
Johnnie Taylor,I Found A Love / Cheaper To Keep Her,RVTR846331,RVTR156685,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Johnnie Taylor - I Found A Love _ Cheaper To Keep Her.mp4
Jason Aldean & Carrie Underwood,If I Didn't Love You,RVTR856619,RVTR107817,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Jason Aldean & Carrie Underwood - If I Didn't Love You.mp4
Madonna & Justin Timberlake And Timbaland,4 Minutes,RVTR208060,RVTR223670,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Madonna & Justin Timberlake And Timbaland - 4 Minutes.mp4
Michael Jackson,Man In The Mirror (Tribute Montage),RVTR239923,RVTR427766,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Michael Jackson - Man In The Mirror (Tribute Montage).mp4
Simon & Garfunkel,"For Emily, Whenever I May Find Her",RVTR053068,RVTR190626,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Simon & Garfunkel - For Emily, Whenever I May Find Her.mp4"
Dusty Springfield,I Only Want To Be With You (Rare),RVTR735149,RVTR742416,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dusty Springfield - I Only Want To Be With You (Rare).mp4
Billy Preston,Will It Go Round In Circles (Concert),RVTR536261,RVTR165496,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Billy Preston - Will It Go Round In Circles (Concert).mp4
Jason Derulo feat. Nicki Minaj & Ty Dolla $ign,Swalla,RVTR815046,RVTR182324,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jason Derulo feat. Nicki Minaj & Ty Dolla $ign - Swalla.mp4
Elvin Bishop,Fooled Around And Fell In Love (Models),RVTR620944,RVTR955805,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvin Bishop - Fooled Around And Fell In Love (Models).mp4
Peter Frampton,Do You Feel Like We Do (Detroit)(1999),RVTR856574,RVTR976844,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Peter Frampton - Do You Feel Like We Do (1999) (Detroit).mp4
Sia,Elastic Heart Feat. Shia Labeouf & Maddie Ziegler,RVTR659897,RVTR125149,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Sia feat. Shia Labeouf & Maddie Ziegler - Elastic Heart.mp4
Macklemore & Ryan Lewis Ft. Mary Lambert,Same Love,RVTR467434,RVTR845798,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Macklemore & Ryan Lewis feat. Mary Lambert - Same Love.mp4
The Black Eyed Peas,Rock That Body [Single Version*],RVTR340405,RVTR823570,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Black Eyed Peas - Rock That Body (Single Version_).mp4
Anything Box,Living In Oblivion (St. James Club Mix),RVTR762145,RVTR234790,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Anything Box - Living In Oblivion (St. James Club Mix).mp4
Hurricane Smith,Oh Babe What Would You Say (Dancers),RVTR169475,RVTR352823,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Hurricane Smith - Oh Babe What Would You Say (Dancers).mp4
Sean Kingston Ft. Chris Brown & Wiz Khalifa,Beat It,RVTR697762,RVTR044516,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Sean Kingston feat. Chris Brown & Wiz Khalifa - Beat It.mp4
'NSYNC,God Must Have Spent A Little More Time On You,RVTR289987,RVTR163787,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/'NSYNC - God Must Have Spent A Little More Time On You.mp4
The Animals,Please Don't Let Me Be Misunderstood  (BW),RVTR764188,RVTR147877,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - Please Don't Let Me Be Misunderstood (BW).mp4
Clean Bandit Ft. Jess Glynne,Rather Be,RVTR387376,RVTR256961,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Clean Bandit Ft. Jess Glynne - Rather Be [Music Video].MP4
"Dj Khaled Ft. Rihanna, Bryson Tiller",Wild Thoughts,RVTR976204,RVTR923468,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Dj Khaled feat. Rihanna, Bryson Tiller - Wild Thoughts.mp4"
John Denver & Johnny Cash,"Take Me Home, Country Roads",RVTR057955,RVTR924295,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/John Denver & Johnny Cash - Take Me Home, Country Roads.MP4"
R.B. Greaves,Take A Letter Marian (American Bandstand),RVTR598729,RVTR659508,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/R.B. Greaves - Take A Letter Marian (American Bandstand).mp4
"Jameson Rodgers, Luke Combs",Cold Beer Calling My Name,RVTR962706,RVTR058331,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Jameson Rodgers, Luke Combs - Cold Beer Calling My Name.mp4"
Charlie Puth feat. Selena Gomez,We Don't Talk Anymore,RVTR643788,RVTR970529,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Charlie Puth feat. Selena Gomez - We Don't Talk Anymore.mp4
The Beach Boys,Help Me Rhonda (The Andy Williams Show),RVTR528265,RVTR400247,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - Help Me Rhonda (The Andy Williams Show).mp4
Elvis Presley,Can't Help Falling in Love (Blue Hawaii),RVTR325319,RVTR827394,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvis Presley - Can't Help Falling in Love (Blue Hawaii).mp4
Billy Ocean,Love Really Hurts Without You Dance Mix),RVTR322660,RVTR206763,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Billy Ocean - Love Really Hurts Without You Dance Mix).mp4
Rich Gang Ft. Young Thug & Rich Homie Quan,Lifestyle,RVTR249139,RVTR176451,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Rich Gang feat. Young Thug & Rich Homie Quan - Lifestyle.MP4
Dua Lipa feat. DaBaby,Levitating,RVTR080613,RVTR355347,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Dua Lipa feat. DaBaby - Levitating (Official Music Video).mp4
Elton John,Don t Go Breaking My Heart (The Muppet Show),RVTR892954,RVTR289559,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John - Don t Go Breaking My Heart (The Muppet Show).mp4
Stevie Wonder,"Signed, Sealed, Delivered I'm Yours (Mix)",RVTR011345,RVTR649980,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Stevie Wonder - Signed, Sealed, Delivered I'm Yours (Mix).mp4"
Timbaland ft Justin Timberlake,Carry Out (original),RVTR262873,RVTR857608,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Timbaland feat. Justin Timberlake - Carry Out (original).mp4
Frankie Goes To Hollywood,Welcome To The Pleasuredome,RVTR386292,RVTR536633,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Frankie Goes To Hollywood - Welcome To The Pleasuredome.mp4
"Dolly Parton with Billy Ray Cyrus, Tanya Tucker",Romeo,RVTR341778,RVTR877787,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Dolly Parton with Billy Ray Cyrus, Tanya Tucker - Romeo.mp4"
REO Speedwagon,Roll With The Changes (Midnight Special),RVTR467811,RVTR733532,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/REO Speedwagon - Roll With The Changes (Midnight Special).mp4
Johnny Rivers,Memphis Tennesee,RVTR660602,RVTR010569,vdj,hot100_vdj,100,exact,100,/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1960's/Johnny Rivers - Memphis Tennesee.mp4
The Count Five,Psychotic Reaction,RVTR612821,RVTR378952,vdj,hot100_vdj,100,exact,100,/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/1960's/The Count Five - Psychotic Reaction .mp4
Chubby Checker & California Jubilee,Let's Twist Again,RVTR747496,RVTR250867,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Chubby Checker & California Jubilee - Let's Twist Again.mp4
The Rolling Stones,I Can't Get No Satisfaction (Lyrics),RVTR974837,RVTR999254,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Rolling Stones - I Can't Get No Satisfaction (Lyrics).mp4
Fall Out Boy,"Sugar, We're Goin Down",RVTR385005,RVTR952830,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Fall Out Boy - Sugar, We're Goin Down.mp4"
Elton John & George Michael,Don t Let The Sun Go Down On Me (Live Aid),RVTR868925,RVTR105009,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John & George Michael - Don t Let The Sun Go Down On Me (Live Aid).mp4
Creedence Clearwater Revival,Heard It Through The Grapevine,RVTR064759,RVTR623635,vdj,hot100_vdj,98,exact,96,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Creedence Clearwater Revival - Heard It Through The Grapevine.mp4
Fall Out Boy,"Little Less Sixteen Candles, A Little More 'Touch Me', A",RVTR641910,RVTR981315,vdj,hot100,98,exact,98,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Fall Out Boy - Little Less Sixteen Candles, A Little More 'Touch Me', A.mp4"
Diana King,"Say A Little Prayer, I",RVTR496699,RVTR816757,vdj,hot100,94,high,94,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Diana King - Say A Little Prayer, I.mp4"
Gary Glitter,Rock and Roll Part 1,RVTR412242,RVTR844891,vdj,hot100_vdj,94,high,94,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Gary Glitter - Rock and Roll Part 1.mp4
Aretha Franklin,Say A Little Prayer,RVTR959701,RVTR893202,vdj,hot100_vdj,94,high,94,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Aretha Franklin - Say A Little Prayer.mp4
Gary Glitter,Rock And Roll Part Two,RVTR229891,RVTR844891,vdj,hot100_vdj,94,high,94,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Gary Glitter - Rock And Roll Part Two.mp4
The Temptations,Can't Get Next To You,RVTR705568,RVTR974030,vdj,hot100,94,high,94,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Temptations - Can't Get Next To You.mp4
Tommy Boyce & Bobby Hart,I Wonder What She's Doing Tonight,RVTR017464,RVTR893598,vdj,hot100,93,high,92,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Tommy Boyce & Bobby Hart - I Wonder What She's Doing Tonight.mp4
Edison Lighthouse,Love Grows Where My Rosemary Grows (BW),RVTR067048,RVTR152919,vdj,hot100,93,high,89,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Edison Lighthouse - Love Grows Where My Rosemary Grows (BW).mp4
Cliff Richard,Dreamin',RVTR802185,RVTR257260,vdj,hot100,93,high,88,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Cliff Richard - Dreamin'.mp4
Joe Walsh,Life Of illusion,RVTR018094,RVTR877835,vdj,hot100,93,high,93,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Joe Walsh - Life Of illusion.mp4
James Brown,The Payback-Part 1,RVTR625505,RVTR738030,vdj,hot100,93,high,93,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/James Brown - The Payback-Part 1.mp4
Tim McGraw,"Like It, I Love It, I",RVTR297180,RVTR094132,vdj,hot100,93,high,93,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Tim McGraw - Like It, I Love It, I.mp4"
Styx,Two Much Time On My Hands,RVTR680428,RVTR245069,vdj,hot100_vdj,93,high,90,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Styx - Two Much Time On My Hands.mp4
Linkin Park,Breaking The Habbit,RVTR105000,RVTR105500,vdj,hot100_vdj,93,high,88,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Linkin Park - Breaking The Habbit.mp4
Kiss,Rock And Roll All Night (Live),RVTR569208,RVTR912228,vdj,hot100_vdj,93,high,89,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Kiss - Rock And Roll All Night (Live).mp4
Cypress Hill,I Ain't Goin' Out Like That,RVTR916759,RVTR866443,vdj,hot100,93,high,90,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Cypress Hill - I Ain't Goin' Out Like That.mp4
Bo Diddley,Can't Judge A Book By The Cover,RVTR665246,RVTR517999,vdj,hot100,93,high,89,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Bo Diddley - Can't Judge A Book By The Cover.mp4
Whitney Houston,"It's Not Right, But It's OK",RVTR000220,RVTR530689,vdj,hot100,93,high,90,"/Users/bobhopp/DJ MEDIA/VIDEO/TECHNO/Whitney Houston - It's Not Right, But It's OK.mp4"
SSGT Barry Sadler,Ballad Of The Green Berets,RVTR539317,RVTR563403,vdj,hot100,93,high,88,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/SSGT Barry Sadler - Ballad Of The Green Berets.mp4
Prince,"Most Beautiful Girl In The World, The",RVTR826724,RVTR929298,vdj,hot100_vdj,93,high,90,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Prince - Most Beautiful Girl In The World, The.mp4"
